shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
shapes_537_1,24.79877,125.23439,440055
shapes_537_1,24.7992,125.23358,440056
shapes_537_1,24.79963,125.23283,440057
shapes_537_1,24.80009,125.23207,440058
shapes_537_1,24.80497,125.22427,440059
shapes_537_1,24.80629,125.22234,440060
shapes_537_1,24.80672,125.22179,440061
shapes_537_1,24.80709,125.22136,440062
shapes_537_1,24.80788,125.22052,440063
shapes_537_1,24.8088,125.21965,440064
shapes_537_1,24.80973,125.21886,440065
shapes_537_1,24.81041,125.21827,440066
shapes_537_1,24.81061,125.21801,440067
shapes_537_1,24.81084,125.2184,440068
shapes_537_1,24.81111,125.21882,440069
shapes_537_1,24.81128,125.21902,440070
shapes_537_1,24.81133,125.21908,440071
shapes_537_1,24.8115,125.21924,440072
shapes_537_1,24.81169,125.2194,440073
shapes_537_1,24.81196,125.21956,440074
shapes_537_1,24.81217,125.21966,440075
shapes_537_1,24.81278,125.21983,440076
shapes_537_1,24.81303,125.21994,440077
shapes_537_1,24.81324,125.2201,440078
shapes_537_1,24.81357,125.22047,440079
shapes_537_1,24.81386,125.2208,440080
shapes_537_1,24.81403,125.22094,440081
shapes_537_1,24.81418,125.22103,440082
shapes_537_1,24.81431,125.22107,440083
shapes_537_1,24.81449,125.22108,440084
shapes_537_1,24.81499,125.22109,440085
shapes_537_1,24.81514,125.22108,440086
shapes_537_1,24.81525,125.22105,440087
shapes_537_1,24.81535,125.22101,440088
shapes_537_1,24.81555,125.22087,440089
shapes_537_1,24.81589,125.2206,440090
shapes_537_1,24.81607,125.22044,440091
shapes_537_1,24.8163,125.22028,440092
shapes_537_1,24.81652,125.22017,440093
shapes_537_1,24.81666,125.22014,440094
shapes_537_1,24.81686,125.22011,440095
shapes_537_1,24.81715,125.22012,440096
shapes_537_1,24.81809,125.22022,440097
shapes_537_1,24.81868,125.22024,440098
shapes_537_1,24.81896,125.22026,440099
shapes_537_1,24.81922,125.22024,440100
shapes_537_1,24.81949,125.22019,440101
shapes_537_1,24.82003,125.22,440102
shapes_537_1,24.82101,125.21968,440103
shapes_537_1,24.8214,125.21975,440104
shapes_537_1,24.82158,125.21972,440105
shapes_537_1,24.82222,125.21957,440106
shapes_537_1,24.82296,125.21937,440107
shapes_537_1,24.82448,125.2191,440108
shapes_537_1,24.82488,125.21907,440109
shapes_537_1,24.82511,125.21906,440110
shapes_537_1,24.82567,125.21906,440111
shapes_537_1,24.82613,125.21903,440112
shapes_537_1,24.82661,125.21898,440113
shapes_537_1,24.82679,125.21898,440114
shapes_537_1,24.82702,125.21895,440115
shapes_537_1,24.8273,125.21888,440116
shapes_537_1,24.82745,125.21882,440117
shapes_537_1,24.82762,125.21873,440118
shapes_537_1,24.82806,125.21838,440119
shapes_537_1,24.82839,125.2181,440120
shapes_537_1,24.82875,125.21779,440121
shapes_537_1,24.82938,125.2173,440122
shapes_537_1,24.83016,125.2167,440123
shapes_537_1,24.83044,125.21651,440124
shapes_537_1,24.83099,125.21623,440125
shapes_537_1,24.83124,125.21611,440126
shapes_537_1,24.83166,125.21587,440127
shapes_537_1,24.83188,125.2157,440128
shapes_537_1,24.83199,125.21561,440129
shapes_537_1,24.83223,125.21544,440130
shapes_537_1,24.83259,125.21509,440131
shapes_537_1,24.83297,125.21484,440132
shapes_537_1,24.83326,125.21468,440133
shapes_537_1,24.83381,125.21453,440134
shapes_537_1,24.8344,125.21426,440135
shapes_537_1,24.83664,125.21293,440136
shapes_537_1,24.83724,125.21272,440137
shapes_537_1,24.838,125.21208,440138
shapes_537_1,24.83812,125.21202,440139
shapes_537_1,24.83812,125.21202,450001
shapes_537_1,24.83836,125.2119,450002
shapes_537_1,24.83842,125.21194,450003
shapes_537_1,24.83861,125.21239,450004
shapes_537_1,24.83909,125.2129,450005
shapes_537_1,24.83842,125.2132,450006
shapes_537_1,24.83805,125.21333,450007
shapes_537_1,24.838,125.21346,450008
shapes_537_1,24.83801,125.21377,450009
shapes_537_1,24.838,125.21377,450010
shapes_537_1,24.838,125.21377,460001
shapes_537_1,24.83801,125.21377,460002
shapes_537_1,24.838,125.21346,460003
shapes_537_1,24.83805,125.21333,460004
shapes_537_1,24.83842,125.2132,460005
shapes_537_1,24.83909,125.2129,460006
shapes_537_1,24.84143,125.21206,460007
shapes_537_1,24.84205,125.21187,460008
shapes_537_1,24.84222,125.21242,460009
shapes_537_1,24.84229,125.21237,460010
shapes_537_1,24.84233,125.21232,460011
shapes_537_1,24.84242,125.21219,460012
shapes_537_1,24.84242,125.21219,470001
shapes_537_1,24.84243,125.21218,470002
shapes_537_1,24.84262,125.21199,470003
shapes_537_1,24.84317,125.21185,470004
shapes_537_1,24.84334,125.21178,470005
shapes_537_1,24.84362,125.21154,470006
shapes_537_1,24.84362,125.21154,480001
shapes_537_1,24.84371,125.21146,480002
shapes_537_1,24.84401,125.21103,480003
shapes_537_1,24.84473,125.21035,480004
shapes_537_1,24.84479,125.21023,480005
shapes_537_1,24.84476,125.21012,480006
shapes_537_1,24.84467,125.21007,480007
shapes_537_1,24.8442,125.20998,480008
shapes_537_1,24.84402,125.20972,480009
shapes_537_1,24.84375,125.20912,480010
shapes_537_1,24.84375,125.20912,490001
shapes_537_1,24.84363,125.20887,490002
shapes_537_1,24.84323,125.20906,490003
shapes_537_1,24.84289,125.20911,490004
shapes_537_1,24.84221,125.20954,490005
shapes_537_1,24.84208,125.20885,490006
shapes_537_1,24.84197,125.20871,490007
shapes_537_1,24.84182,125.20866,490008
shapes_537_1,24.84178,125.20854,490009
shapes_537_1,24.84157,125.20858,490010
shapes_537_1,24.8413,125.20863,490011
shapes_537_1,24.84113,125.20867,490012
shapes_537_1,24.84091,125.2087,490013
shapes_537_1,24.84007,125.20846,490014
shapes_537_1,24.83998,125.20843,490015
shapes_537_1,24.83977,125.20828,490016
shapes_537_1,24.83966,125.20808,490017
shapes_537_1,24.83964,125.20791,490018
shapes_537_1,24.83958,125.20771,490019
shapes_537_1,24.83942,125.20748,490020
shapes_537_1,24.83932,125.20743,490021
shapes_537_1,24.83917,125.20732,490022
shapes_537_1,24.83843,125.20692,490023
shapes_537_1,24.83814,125.20677,490024
shapes_537_1,24.83806,125.20672,490025
shapes_537_1,24.83729,125.20596,490026
shapes_537_1,24.83729,125.20596,500001
shapes_537_1,24.83806,125.20672,500002
shapes_537_1,24.83814,125.20677,500003
shapes_537_1,24.83819,125.20665,500004
shapes_537_1,24.83886,125.20544,500005
shapes_537_1,24.83903,125.20517,500006
shapes_537_1,24.83911,125.20508,500007
shapes_537_1,24.8394,125.20477,500008
shapes_537_1,24.8399,125.20426,500009
shapes_537_1,24.8402,125.20398,500010
shapes_537_1,24.84045,125.20377,500011
shapes_537_1,24.84045,125.20377,510001
shapes_537_1,24.84064,125.20361,510002
shapes_537_1,24.84101,125.20339,510003
shapes_537_1,24.83909,125.20034,510004
shapes_537_1,24.83859,125.1996,510005
shapes_537_1,24.83745,125.19779,510006
shapes_537_1,24.83566,125.19507,510007
shapes_537_1,24.83535,125.19475,510008
shapes_537_1,24.83463,125.19425,510009
shapes_537_1,24.83406,125.19374,510010
shapes_537_1,24.83354,125.19327,510011
shapes_537_1,24.83327,125.19293,510012
shapes_537_1,24.83295,125.19243,510013
shapes_537_1,24.83284,125.19219,510014
shapes_537_1,24.83284,125.19219,520001
shapes_537_1,24.83258,125.19165,520002
shapes_537_1,24.83174,125.18981,520003
shapes_537_1,24.83164,125.1894,520004
shapes_537_1,24.83137,125.18924,520005
shapes_537_1,24.83118,125.1888,520006
shapes_537_1,24.8311,125.18861,520007
shapes_537_1,24.82982,125.18802,520008
shapes_537_1,24.82879,125.18754,520009
shapes_537_1,24.82843,125.18735,520010
shapes_537_1,24.82824,125.18722,520011
shapes_537_1,24.82826,125.18719,520012
shapes_537_1,24.82778,125.18669,520013
shapes_537_1,24.82765,125.1865,520014
shapes_537_1,24.82758,125.18643,520015
shapes_537_1,24.8274,125.18624,520016
shapes_537_1,24.82702,125.18592,520017
shapes_537_1,24.82662,125.18561,520018
shapes_537_1,24.82626,125.18539,520019
shapes_537_1,24.82567,125.18507,520020
shapes_537_1,24.82536,125.18489,520021
shapes_537_1,24.82512,125.18472,520022
shapes_537_1,24.82497,125.1846,520023
shapes_537_1,24.82476,125.18437,520024
shapes_537_1,24.82468,125.18425,520025
shapes_537_1,24.82458,125.18409,520026
shapes_537_1,24.82446,125.18381,520027
shapes_537_1,24.82435,125.18349,520028
shapes_537_1,24.82425,125.18314,520029
shapes_537_1,24.82411,125.18248,520030
shapes_537_1,24.82409,125.18227,520031
shapes_537_1,24.8241,125.18179,520032
shapes_537_1,24.8234,125.18234,520033
shapes_537_1,24.82226,125.18099,520034
shapes_537_1,24.82193,125.18053,520035
shapes_537_1,24.82141,125.17984,520036
shapes_537_1,24.81998,125.17803,520037
shapes_537_1,24.81959,125.17833,520038
shapes_537_1,24.81938,125.17858,520039
shapes_537_1,24.81935,125.17865,520040
shapes_537_1,24.81893,125.1781,520041
shapes_537_1,24.81877,125.17789,520042
shapes_537_1,24.81833,125.17736,520043
shapes_537_1,24.81833,125.17736,530001
shapes_537_1,24.81833,125.17736,530002
shapes_537_1,24.81811,125.17714,530003
shapes_537_1,24.81801,125.17704,530004
shapes_537_1,24.81788,125.17687,530005
shapes_537_1,24.81761,125.17633,530006
shapes_537_1,24.81761,125.17633,540001
shapes_537_1,24.8176,125.17631,540002
shapes_537_1,24.81764,125.17626,540003
shapes_537_1,24.81808,125.17583,540004
shapes_537_1,24.81861,125.17533,540005
shapes_537_1,24.81884,125.17505,540006
shapes_537_1,24.81924,125.17459,540007
shapes_537_1,24.81924,125.1746,540008
shapes_537_1,24.81924,125.1746,550001
shapes_537_1,24.81924,125.17459,550002
shapes_537_1,24.81965,125.17405,550003
shapes_537_1,24.82,125.17372,550004
shapes_537_1,24.82045,125.1735,550005
shapes_537_1,24.82045,125.1735,560001
shapes_537_1,24.82052,125.17346,560002
shapes_537_1,24.82132,125.17307,560003
shapes_537_1,24.82233,125.17253,560004
shapes_537_1,24.82303,125.17211,560005
shapes_537_1,24.82373,125.17177,560006
shapes_537_1,24.82449,125.17138,560007
shapes_537_1,24.82455,125.17134,560008
shapes_537_1,24.82506,125.17097,560009
shapes_537_1,24.82552,125.17056,560010
shapes_537_1,24.82556,125.17051,560011
shapes_537_1,24.82556,125.17051,570001
shapes_537_1,24.82616,125.16984,570002
shapes_537_1,24.8268,125.1692,570003
shapes_537_1,24.8268,125.1692,580001
shapes_537_1,24.82684,125.16916,580002
shapes_537_1,24.82685,125.16915,580003
shapes_537_1,24.82719,125.16879,580004
shapes_537_1,24.82789,125.16807,580005
shapes_537_1,24.82805,125.16797,580006
shapes_537_1,24.8282,125.16791,580007
shapes_537_1,24.82847,125.16786,580008
shapes_537_1,24.82877,125.16782,580009
shapes_537_1,24.82923,125.16774,580010
shapes_537_1,24.82995,125.16761,580011
shapes_537_1,24.83018,125.16756,580012
shapes_537_1,24.83018,125.16756,590001
shapes_537_1,24.83069,125.16747,590002
shapes_537_1,24.83125,125.16737,590003
shapes_537_1,24.83164,125.1673,590004
shapes_537_1,24.83523,125.16679,590005
shapes_537_1,24.83589,125.16667,590006
shapes_537_1,24.83632,125.16659,590007
shapes_537_1,24.83642,125.16656,590008
shapes_537_1,24.83653,125.16652,590009
shapes_537_1,24.83711,125.16632,590010
shapes_537_1,24.83722,125.16627,590011
shapes_537_1,24.83722,125.16627,600001
shapes_537_1,24.83751,125.16612,600002
shapes_537_1,24.83769,125.16601,600003
shapes_537_1,24.83782,125.16591,600004
shapes_537_1,24.838,125.16576,600005
shapes_537_1,24.83804,125.1657,600006
shapes_537_1,24.83804,125.1657,610001
shapes_537_1,24.83857,125.16505,610002
shapes_537_1,24.83872,125.16487,610003
shapes_537_1,24.8389,125.16462,610004
shapes_537_1,24.83917,125.16423,610005
shapes_537_1,24.83917,125.16423,620001
shapes_537_1,24.8393,125.16403,620002
shapes_537_1,24.83923,125.16399,620003
shapes_537_1,24.83864,125.16337,620004
shapes_537_1,24.83862,125.16338,620005
shapes_538_1,24.7897,125.29607,630001
shapes_538_1,24.78985,125.29592,630002
shapes_538_1,24.78999,125.29579,630003
shapes_538_1,24.79016,125.29564,630004
shapes_538_1,24.79034,125.29546,630005
shapes_538_1,24.79063,125.29518,630006
shapes_538_1,24.79076,125.29506,630007
shapes_538_1,24.79087,125.29497,630008
shapes_538_1,24.79098,125.29491,630009
shapes_538_1,24.7911,125.29485,630010
shapes_538_1,24.79122,125.2948,630011
shapes_538_1,24.79135,125.29477,630012
shapes_538_1,24.79149,125.29475,630013
shapes_538_1,24.79172,125.29471,630014
shapes_538_1,24.79172,125.29471,640001
shapes_538_1,24.79174,125.2947,640002
shapes_538_1,24.79207,125.29465,640003
shapes_538_1,24.79229,125.29461,640004
shapes_538_1,24.79257,125.29455,640005
shapes_538_1,24.79276,125.29451,640006
shapes_538_1,24.79295,125.29445,640007
shapes_538_1,24.79304,125.29442,640008
shapes_538_1,24.79338,125.2943,640009
shapes_538_1,24.79358,125.29422,640010
shapes_538_1,24.79382,125.29411,640011
shapes_538_1,24.79398,125.29403,640012
shapes_538_1,24.79419,125.29393,640013
shapes_538_1,24.7943,125.29387,640014
shapes_538_1,24.79435,125.29383,640015
shapes_538_1,24.79442,125.29379,640016
shapes_538_1,24.7949,125.29347,640017
shapes_538_1,24.79522,125.29324,640018
shapes_538_1,24.79556,125.29298,640019
shapes_538_1,24.79587,125.29275,640020
shapes_538_1,24.79628,125.29242,640021
shapes_538_1,24.79628,125.29242,650001
shapes_538_1,24.79628,125.29242,650002
shapes_538_1,24.7967,125.2921,650003
shapes_538_1,24.79714,125.29177,650004
shapes_538_1,24.79766,125.29137,650005
shapes_538_1,24.79819,125.29098,650006
shapes_538_1,24.79838,125.29081,650007
shapes_538_1,24.79842,125.29077,650008
shapes_538_1,24.79853,125.29068,650009
shapes_538_1,24.79853,125.29068,660001
shapes_538_1,24.79853,125.29067,660002
shapes_538_1,24.79866,125.29054,660003
shapes_538_1,24.79886,125.29033,660004
shapes_538_1,24.79914,125.28992,660005
shapes_538_1,24.7985,125.28938,660006
shapes_538_1,24.798503,125.289382,670001
shapes_538_1,24.796856372707698,125.28804302215578,670002
shapes_538_1,24.79747996971203,125.28697013854982,670003
shapes_538_1,24.7975,125.28705,680001
shapes_538_1,24.79759,125.28689,680002
shapes_538_1,24.79792,125.28637,680003
shapes_538_1,24.79824,125.28608,680004
shapes_538_1,24.79861,125.28577,680005
shapes_538_1,24.79893,125.2855,680006
shapes_538_1,24.7992,125.28529,680007
shapes_538_1,24.79938,125.28513,680008
shapes_538_1,24.79947,125.28506,680009
shapes_538_1,24.80001,125.28455,680010
shapes_538_1,24.80042,125.28423,680011
shapes_538_1,24.80022,125.28395,680012
shapes_538_1,24.80018,125.2839,680013
shapes_538_1,24.80018,125.2839,690001
shapes_538_1,24.8,125.28366,690002
shapes_538_1,24.79972,125.28329,690003
shapes_538_1,24.79952,125.28304,690004
shapes_538_1,24.79923,125.28271,690005
shapes_538_1,24.79982,125.28234,690006
shapes_538_1,24.80148,125.28131,690007
shapes_538_1,24.80189,125.28093,690008
shapes_538_1,24.80213,125.28069,690009
shapes_538_1,24.80213,125.28069,700001
shapes_538_1,24.80279,125.28004,700002
shapes_538_1,24.80321,125.27968,700003
shapes_538_1,24.80342,125.27951,700004
shapes_538_1,24.80344,125.27949,700005
shapes_538_1,24.80344,125.27949,710001
shapes_538_1,24.80395,125.27907,710002
shapes_538_1,24.80368,125.27881,710003
shapes_538_1,24.80322,125.27837,710004
shapes_538_1,24.80279,125.27816,710005
shapes_538_1,24.80254,125.27796,710006
shapes_538_1,24.80218,125.27761,710007
shapes_538_1,24.80212,125.27756,710008
shapes_538_1,24.80197,125.27742,710009
shapes_538_1,24.80173,125.27723,710010
shapes_538_1,24.8015,125.27719,710011
shapes_538_1,24.80121,125.27718,710012
shapes_538_1,24.80102,125.27697,710013
shapes_538_1,24.80087,125.27663,710014
shapes_538_1,24.80073,125.27621,710015
shapes_538_1,24.8005,125.27587,710016
shapes_538_1,24.80014,125.27558,710017
shapes_538_1,24.80004,125.2755,710018
shapes_538_1,24.80004,125.2755,720001
shapes_538_1,24.79977,125.27528,720002
shapes_538_1,24.79968,125.2752,720003
shapes_538_1,24.79943,125.27498,720004
shapes_538_1,24.79907,125.27472,720005
shapes_538_1,24.79861,125.27442,720006
shapes_538_1,24.79847,125.27433,720007
shapes_538_1,24.798,125.27386,720008
shapes_538_1,24.79767,125.27357,720009
shapes_538_1,24.79761,125.27352,720010
shapes_538_1,24.79716,125.27303,720011
shapes_538_1,24.79674,125.27252,720012
shapes_538_1,24.79674,125.27252,730001
shapes_538_1,24.79661,125.27237,730002
shapes_538_1,24.79623,125.27188,730003
shapes_538_1,24.7959,125.2715,730004
shapes_538_1,24.7954,125.27099,730005
shapes_538_1,24.79513,125.27072,730006
shapes_538_1,24.79473,125.27042,730007
shapes_538_1,24.79455,125.2703,730008
shapes_538_1,24.79405,125.27001,730009
shapes_538_1,24.79405,125.27001,740001
shapes_538_1,24.79382,125.26988,740002
shapes_538_1,24.79341,125.26971,740003
shapes_538_1,24.79308,125.26953,740004
shapes_538_1,24.79261,125.26911,740005
shapes_538_1,24.79256,125.26906,740006
shapes_538_1,24.79242,125.2689,740007
shapes_538_1,24.79224,125.26856,740008
shapes_538_1,24.79209,125.26821,740009
shapes_538_1,24.79204,125.26808,740010
shapes_538_1,24.79204,125.26808,750001
shapes_538_1,24.79185,125.2676,750002
shapes_538_1,24.79155,125.26693,750003
shapes_538_1,24.79142,125.26657,750004
shapes_538_1,24.79137,125.26639,750005
shapes_538_1,24.79131,125.26617,750006
shapes_538_1,24.79129,125.26586,750007
shapes_538_1,24.79127,125.26559,750008
shapes_538_1,24.79127,125.26533,750009
shapes_538_1,24.79128,125.26514,750010
shapes_538_1,24.7913,125.26498,750011
shapes_538_1,24.79135,125.2647,750012
shapes_538_1,24.79142,125.26443,750013
shapes_538_1,24.79153,125.26409,750014
shapes_538_1,24.79172,125.26364,750015
shapes_538_1,24.7922,125.26271,750016
shapes_538_1,24.7926,125.26186,750017
shapes_538_1,24.79287,125.26135,750018
shapes_538_1,24.79305,125.26103,750019
shapes_538_1,24.79326,125.26071,750020
shapes_538_1,24.79349,125.26047,750021
shapes_538_1,24.79364,125.26033,750022
shapes_538_1,24.79384,125.26015,750023
shapes_538_1,24.79424,125.25982,750024
shapes_538_1,24.79442,125.25962,750025
shapes_538_1,24.79449,125.25952,750026
shapes_538_1,24.79457,125.25937,750027
shapes_538_1,24.79464,125.25922,750028
shapes_538_1,24.79501,125.2577,750029
shapes_538_1,24.79505,125.25753,750030
shapes_538_1,24.79508,125.25734,750031
shapes_538_1,24.79508,125.25717,750032
shapes_538_1,24.79508,125.25692,750033
shapes_538_1,24.79506,125.2567,750034
shapes_538_1,24.79485,125.25448,750035
shapes_538_1,24.79482,125.25393,750036
shapes_538_1,24.79481,125.25336,750037
shapes_538_1,24.79482,125.25235,750038
shapes_538_1,24.79484,125.25166,750039
shapes_538_1,24.79491,125.25083,750040
shapes_538_1,24.79496,125.2503,750041
shapes_538_1,24.79546,125.24533,750042
shapes_538_1,24.79558,125.24445,750043
shapes_538_1,24.79571,125.24357,750044
shapes_538_1,24.79587,125.24268,750045
shapes_538_1,24.79606,125.24181,750046
shapes_538_1,24.79627,125.24095,750047
shapes_538_1,24.79651,125.2401,750048
shapes_538_1,24.79676,125.23925,750049
shapes_538_1,24.79705,125.23838,750050
shapes_538_1,24.79735,125.23756,750051
shapes_538_1,24.79767,125.23675,750052
shapes_538_1,24.79802,125.23593,750053
shapes_538_1,24.79838,125.23515,750054
shapes_538_1,24.79877,125.23439,750055
shapes_538_1,24.7992,125.23358,750056
shapes_538_1,24.79963,125.23283,750057
shapes_538_1,24.80009,125.23207,750058
shapes_538_1,24.80497,125.22427,750059
shapes_538_1,24.80629,125.22234,750060
shapes_538_1,24.80672,125.22179,750061
shapes_538_1,24.80709,125.22136,750062
shapes_538_1,24.80788,125.22052,750063
shapes_538_1,24.8088,125.21965,750064
shapes_538_1,24.80973,125.21886,750065
shapes_538_1,24.81041,125.21827,750066
shapes_538_1,24.81061,125.21801,750067
shapes_538_1,24.81084,125.2184,750068
shapes_538_1,24.81111,125.21882,750069
shapes_538_1,24.81133,125.21908,750070
shapes_538_1,24.81169,125.2194,750071
shapes_538_1,24.81196,125.21956,750072
shapes_538_1,24.81217,125.21966,750073
shapes_538_1,24.81278,125.21983,750074
shapes_538_1,24.81303,125.21994,750075
shapes_538_1,24.81324,125.2201,750076
shapes_538_1,24.81357,125.22047,750077
shapes_538_1,24.81386,125.2208,750078
shapes_538_1,24.81403,125.22094,750079
shapes_538_1,24.81418,125.22103,750080
shapes_538_1,24.81431,125.22107,750081
shapes_538_1,24.81449,125.22108,750082
shapes_538_1,24.81499,125.22109,750083
shapes_538_1,24.81514,125.22108,750084
shapes_538_1,24.81525,125.22105,750085
shapes_538_1,24.81535,125.22101,750086
shapes_538_1,24.81555,125.22087,750087
shapes_538_1,24.81589,125.2206,750088
shapes_538_1,24.81607,125.22044,750089
shapes_538_1,24.8163,125.22028,750090
shapes_538_1,24.81652,125.22017,750091
shapes_538_1,24.81666,125.22014,750092
shapes_538_1,24.81686,125.22011,750093
shapes_538_1,24.81715,125.22012,750094
shapes_538_1,24.817588409323967,125.22019386291505,750095
shapes_538_1,24.81809,125.22022,750096
shapes_538_1,24.81868,125.22024,750097
shapes_538_1,24.81896,125.22026,750098
shapes_538_1,24.81922,125.22024,750099
shapes_538_1,24.81949,125.22019,750100
shapes_538_1,24.82003,125.22,750101
shapes_538_1,24.82101,125.21968,750102
shapes_538_1,24.8214,125.21975,750103
shapes_538_1,24.82158,125.21972,750104
shapes_538_1,24.82222,125.21957,750105
shapes_538_1,24.82296,125.21937,750106
shapes_538_1,24.82448,125.2191,750107
shapes_538_1,24.82488,125.21907,750108
shapes_538_1,24.82511,125.21906,750109
shapes_538_1,24.82567,125.21906,750110
shapes_538_1,24.82613,125.21903,750111
shapes_538_1,24.82661,125.21898,750112
shapes_538_1,24.82679,125.21898,750113
shapes_538_1,24.82702,125.21895,750114
shapes_538_1,24.8273,125.21888,750115
shapes_538_1,24.82745,125.21882,750116
shapes_538_1,24.82762,125.21873,750117
shapes_538_1,24.82806,125.21838,750118
shapes_538_1,24.82839,125.2181,750119
shapes_538_1,24.82875,125.21779,750120
shapes_538_1,24.82938,125.2173,750121
shapes_538_1,24.83016,125.2167,750122
shapes_538_1,24.83044,125.21651,750123
shapes_538_1,24.83099,125.21623,750124
shapes_538_1,24.83124,125.21611,750125
shapes_538_1,24.83166,125.21587,750126
shapes_538_1,24.83188,125.2157,750127
shapes_538_1,24.83199,125.21561,750128
shapes_538_1,24.83223,125.21544,750129
shapes_538_1,24.83259,125.21509,750130
shapes_538_1,24.83297,125.21484,750131
shapes_538_1,24.83326,125.21468,750132
shapes_538_1,24.83381,125.21453,750133
shapes_538_1,24.8344,125.21426,750134
shapes_538_1,24.835505058915036,125.21358489990236,750135
shapes_538_1,24.83664,125.21293,750136
shapes_538_1,24.83724,125.21272,750137
shapes_538_1,24.83741341881924,125.21255493164064,750138
shapes_538_1,24.83760814776757,125.21238327026369,750139
shapes_538_1,24.83780287640957,125.21223306655885,750140
shapes_538_1,24.838,125.21208,750141
shapes_538_1,24.83812,125.21202,750142
shapes_538_1,24.83812,125.21202,760001
shapes_538_1,24.83836,125.2119,760002
shapes_538_1,24.83842,125.21194,760003
shapes_538_1,24.83861,125.21239,760004
shapes_538_1,24.83909,125.2129,760005
shapes_538_1,24.83842,125.2132,760006
shapes_538_1,24.83805,125.21333,760007
shapes_538_1,24.838,125.21346,760008
shapes_538_1,24.83801,125.21377,760009
shapes_538_1,24.838,125.21377,760010
shapes_538_1,24.838,125.21377,770001
shapes_538_1,24.83801,125.21377,770002
shapes_538_1,24.838,125.21346,770003
shapes_538_1,24.83805,125.21333,770004
shapes_538_1,24.83842,125.2132,770005
shapes_538_1,24.83909,125.2129,770006
shapes_538_1,24.84143,125.21206,770007
shapes_538_1,24.84205,125.21187,770008
shapes_538_1,24.84222,125.21242,770009
shapes_538_1,24.84229,125.21237,770010
shapes_538_1,24.84233,125.21232,770011
shapes_538_1,24.84242,125.21219,770012
shapes_538_1,24.84242,125.21219,780001
shapes_538_1,24.84243,125.21218,780002
shapes_538_1,24.84262,125.21199,780003
shapes_538_1,24.84317,125.21185,780004
shapes_538_1,24.84334,125.21178,780005
shapes_538_1,24.84362,125.21154,780006
shapes_538_1,24.84362,125.21154,790001
shapes_538_1,24.84371,125.21146,790002
shapes_538_1,24.84401,125.21103,790003
shapes_538_1,24.84473,125.21035,790004
shapes_538_1,24.84479,125.21023,790005
shapes_538_1,24.84476,125.21012,790006
shapes_538_1,24.84467,125.21007,790007
shapes_538_1,24.8442,125.20998,790008
shapes_538_1,24.84402,125.20972,790009
shapes_538_1,24.84375,125.20912,790010
shapes_538_1,24.84375,125.20912,800001
shapes_538_1,24.84363,125.20887,800002
shapes_538_1,24.84378,125.20849,800003
shapes_538_1,24.8439,125.20806,800004
shapes_538_1,24.84391,125.20766,800005
shapes_538_1,24.84382,125.20719,800006
shapes_538_1,24.8435,125.20648,800007
shapes_538_1,24.84283,125.20576,800008
shapes_538_1,24.84283,125.20576,810001
shapes_538_1,24.84281,125.20574,810002
shapes_538_1,24.84276,125.20566,810003
shapes_538_1,24.84221,125.20489,810004
shapes_538_1,24.84106,125.20348,810005
shapes_538_1,24.84101,125.20339,810006
shapes_538_1,24.84064,125.20361,810007
shapes_538_1,24.84045,125.20377,810008
shapes_538_1,24.84045,125.20377,820001
shapes_538_1,24.84064,125.20361,820002
shapes_538_1,24.84101,125.20339,820003
shapes_538_1,24.83909,125.20034,820004
shapes_538_1,24.83859,125.1996,820005
shapes_538_1,24.83745,125.19779,820006
shapes_538_1,24.83566,125.19507,820007
shapes_538_1,24.83535,125.19475,820008
shapes_538_1,24.83463,125.19425,820009
shapes_538_1,24.83406,125.19374,820010
shapes_538_1,24.83354,125.19327,820011
shapes_538_1,24.83327,125.19293,820012
shapes_538_1,24.83295,125.19243,820013
shapes_538_1,24.83284,125.19219,820014
shapes_538_1,24.83284,125.19219,830001
shapes_538_1,24.83258,125.19165,830002
shapes_538_1,24.83174,125.18981,830003
shapes_538_1,24.83164,125.1894,830004
shapes_538_1,24.83137,125.18924,830005
shapes_538_1,24.83118,125.1888,830006
shapes_538_1,24.8311,125.18861,830007
shapes_538_1,24.82982,125.18802,830008
shapes_538_1,24.82879,125.18754,830009
shapes_538_1,24.82843,125.18735,830010
shapes_538_1,24.82824,125.18722,830011
shapes_538_1,24.82826,125.18719,830012
shapes_538_1,24.82778,125.18669,830013
shapes_538_1,24.82765,125.1865,830014
shapes_538_1,24.82758,125.18643,830015
shapes_538_1,24.8274,125.18624,830016
shapes_538_1,24.82702,125.18592,830017
shapes_538_1,24.82662,125.18561,830018
shapes_538_1,24.82626,125.18539,830019
shapes_538_1,24.82567,125.18507,830020
shapes_538_1,24.82536,125.18489,830021
shapes_538_1,24.82512,125.18472,830022
shapes_538_1,24.82497,125.1846,830023
shapes_538_1,24.82476,125.18437,830024
shapes_538_1,24.82468,125.18425,830025
shapes_538_1,24.82458,125.18409,830026
shapes_538_1,24.82446,125.18381,830027
shapes_538_1,24.82435,125.18349,830028
shapes_538_1,24.82425,125.18314,830029
shapes_538_1,24.82411,125.18248,830030
shapes_538_1,24.82409,125.18227,830031
shapes_538_1,24.8241,125.18179,830032
shapes_538_1,24.8234,125.18234,830033
shapes_538_1,24.82226,125.18099,830034
shapes_538_1,24.82193,125.18053,830035
